round,slate,clicks,binary_reward,soft_score
1210,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 0, 1, 0, 1, 0, 1]",1,5
1211,"[510, 330, 756, 613, 544, 412, 79, 17, 444, 541]","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",1,2
1212,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 1, 1, 0, 1, 0]",1,7
1213,"[407, 74, 367, 638, 432, 277, 384, 711, 691, 772]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",1,2
1214,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 1, 0, 0, 1, 0, 1, 1]",1,4
1215,"[585, 489, 756, 70, 313, 87, 993, 317, 807, 435]","[0, 0, 0, 1, 1, 1, 0, 1, 1, 0]",1,5
1216,"[246, 818, 69, 274, 614, 748, 249, 352, 157, 783]","[0, 1, 0, 0, 0, 0, 0, 0, 1, 1]",1,3
1217,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",1,6
1218,"[122, 916, 774, 412, 136, 552, 933, 133, 322, 276]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",1,2
1219,"[852, 3, 574, 925, 549, 63, 187, 858, 963, 228]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,1
1220,"[380, 357, 716, 499, 573, 937, 525, 941, 229, 773]","[1, 0, 0, 0, 0, 0, 0, 1, 1, 0]",1,3
1221,"[735, 778, 314, 734, 7, 879, 308, 958, 182, 309]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,1
1222,"[421, 241, 681, 387, 289, 284, 487, 556, 194, 183]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",1,2
1223,"[426, 805, 528, 350, 639, 480, 127, 938, 347, 353]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",1,2
1224,"[983, 546, 188, 718, 603, 300, 653, 838, 113, 181]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",1,2
1225,"[914, 958, 486, 344, 141, 472, 314, 640, 183, 330]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1226,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 1, 0, 1, 1, 0, 0]",1,4
1227,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 1, 0, 1, 0, 1]",1,6
1228,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",1,4
1229,"[769, 674, 807, 831, 665, 519, 533, 556, 610, 561]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
1230,"[417, 831, 203, 734, 420, 184, 561, 180, 261, 96]","[1, 0, 0, 0, 1, 0, 0, 1, 1, 1]",1,5
1231,"[372, 472, 433, 273, 291, 755, 724, 428, 37, 461]","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",1,2
1232,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 1, 0, 0, 1, 0]",1,6
1233,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 0, 1, 1, 1, 0, 1]",1,6
1234,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 1, 1, 0, 1, 1, 0]",1,7
1235,"[830, 635, 695, 356, 704, 493, 644, 341, 375, 434]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",1,2
1236,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 0, 1, 0, 0, 1, 0]",1,5
1237,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 0, 1, 0, 0, 0, 1]",1,4
1238,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 0, 0, 0, 1, 0]",1,4
1239,"[358, 573, 174, 216, 686, 616, 669, 711, 388, 252]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",1,2
1240,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",1,9
1241,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 0, 0, 1, 0, 1, 1]",1,6
1242,"[792, 531, 830, 357, 74, 615, 362, 647, 233, 838]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",1,2
1243,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 0, 1, 0, 0, 0]",1,5
1244,"[45, 615, 468, 576, 546, 504, 404, 876, 361, 264]","[0, 1, 1, 0, 0, 0, 1, 0, 1, 1]",1,5
1245,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 0, 0, 0, 1, 0, 1]",1,4
1246,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 1, 0, 1, 1, 1]",1,8
1247,"[142, 233, 604, 444, 793, 503, 22, 713, 882, 480]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1248,"[515, 92, 882, 963, 638, 984, 345, 42, 175, 570]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",1,2
1249,"[362, 534, 350, 982, 172, 313, 521, 139, 555, 355]","[0, 1, 0, 0, 0, 1, 1, 0, 0, 0]",1,3
1250,"[418, 518, 271, 776, 155, 818, 876, 249, 644, 65]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,1
1251,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 1, 1, 1, 0, 0, 0]",1,6
1252,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 1, 0, 0, 0, 1]",1,5
1253,"[134, 638, 887, 868, 720, 291, 710, 931, 830, 334]","[1, 1, 0, 1, 0, 0, 1, 0, 0, 0]",1,4
1254,"[519, 674, 8, 950, 748, 843, 759, 133, 169, 866]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,1
1255,"[7, 764, 364, 787, 774, 104, 809, 903, 399, 347]","[0, 0, 0, 0, 0, 1, 0, 1, 1, 1]",1,4
1256,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 0, 0, 1, 1, 0, 1]",1,6
1257,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 1, 1, 0, 0, 1]",1,6
1258,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 1, 0, 1, 1, 0, 0]",1,6
1259,"[292, 709, 978, 651, 666, 791, 805, 758, 159, 914]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",1,2
1260,"[956, 493, 778, 662, 278, 437, 623, 677, 706, 47]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1261,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 0, 1, 0, 1, 0]",1,6
1262,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 0, 1, 1, 0, 0, 1, 1]",1,4
1263,"[551, 782, 146, 997, 803, 346, 644, 731, 910, 843]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,1
1264,"[265, 872, 742, 20, 439, 774, 856, 493, 335, 55]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",1,2
1265,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 1, 1, 0, 1, 0, 1, 1]",1,5
1266,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 0, 1, 1, 0, 1]",1,6
1267,"[237, 603, 456, 813, 31, 686, 35, 657, 518, 363]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 1]",1,3
1268,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 1, 0, 1, 1, 0, 1]",1,7
1269,"[38, 348, 171, 278, 131, 386, 297, 935, 933, 402]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,1
1270,"[604, 894, 707, 961, 80, 252, 835, 69, 569, 667]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",1,2
1271,"[469, 80, 560, 684, 995, 162, 732, 482, 65, 984]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1272,"[445, 953, 56, 462, 909, 314, 146, 273, 809, 115]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
1273,"[351, 239, 633, 939, 164, 737, 523, 906, 794, 16]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
1274,"[627, 469, 412, 563, 681, 987, 9, 56, 676, 191]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",1,3
1275,"[929, 518, 710, 134, 299, 912, 337, 822, 588, 549]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1276,"[338, 13, 60, 514, 955, 21, 54, 371, 556, 504]","[0, 0, 0, 0, 1, 1, 1, 0, 0, 0]",1,3
1277,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 1, 0, 1, 1, 1]",1,8
1278,"[355, 41, 983, 99, 738, 846, 303, 108, 446, 938]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,1
1279,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 1, 1, 0, 1, 1, 0, 1]",1,6
1280,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 0, 1, 1, 0, 1, 1]",1,6
1281,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",1,2
1282,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 1, 1, 0, 1, 0, 0]",1,5
1283,"[259, 674, 695, 976, 111, 390, 153, 391, 508, 848]","[0, 0, 1, 0, 0, 1, 0, 1, 0, 0]",1,3
1284,"[508, 241, 915, 68, 238, 134, 598, 750, 816, 154]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
1285,"[705, 306, 594, 592, 803, 75, 516, 533, 126, 930]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1286,"[723, 77, 218, 17, 210, 427, 275, 797, 179, 344]","[1, 1, 0, 0, 0, 1, 0, 0, 0, 1]",1,4
1287,"[941, 800, 915, 754, 264, 506, 10, 727, 689, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",1,2
1288,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 0, 1, 1, 1, 1, 0, 1]",1,6
1289,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 0, 0, 0, 1, 1]",1,7
1290,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 0, 1, 1, 1, 1, 1, 0]",1,6
1291,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 0, 1, 1, 0, 1]",1,7
1292,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 1, 0, 1, 1, 1, 1, 1]",1,6
1293,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 1]",1,7
1294,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 1, 0, 1, 0, 0]",1,6
1295,"[416, 608, 346, 284, 501, 379, 495, 420, 462, 141]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1296,"[827, 442, 185, 180, 431, 421, 694, 114, 794, 361]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,1
1297,"[784, 57, 493, 730, 621, 448, 535, 987, 22, 373]","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",1,2
1298,"[460, 839, 68, 826, 455, 505, 140, 283, 388, 441]","[1, 0, 0, 0, 1, 0, 1, 0, 0, 1]",1,4
1299,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 0, 0, 0, 1, 0, 1]",1,4
1300,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 0, 1, 1, 1, 0, 0, 0]",1,3
1301,"[24, 845, 672, 343, 57, 877, 199, 214, 607, 584]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",1,2
1302,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 1, 1, 1, 1, 0, 0, 1]",1,6
1303,"[855, 207, 784, 227, 779, 182, 193, 512, 680, 724]","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",1,2
1304,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 1, 1, 0, 1, 0, 0]",1,5
1305,"[963, 742, 372, 286, 481, 39, 915, 633, 212, 652]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,1
1306,"[196, 662, 535, 937, 715, 42, 877, 223, 379, 369]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",1,2
1307,"[998, 971, 59, 32, 464, 345, 674, 326, 397, 201]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,2
1308,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 0, 0, 1, 0, 0, 0]",1,4
1309,"[352, 700, 341, 763, 920, 761, 446, 516, 668, 291]","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0]",1,3
1310,"[680, 956, 933, 346, 989, 528, 766, 749, 951, 376]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",1,2
1311,"[356, 261, 720, 274, 309, 172, 674, 412, 120, 225]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 1]",1,3
1312,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 1, 0, 1, 0, 1, 1]",1,5
1313,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 1, 0, 1, 1, 0, 1]",1,6
1314,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 0, 0, 1, 0, 1, 0]",1,4
1315,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 1, 1, 0, 1, 0, 0]",1,6
1316,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 0, 1, 0, 1, 0, 0, 0]",1,3
1317,"[967, 16, 13, 495, 481, 829, 322, 682, 121, 895]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",1,2
1318,"[4, 974, 247, 414, 400, 546, 751, 26, 174, 756]","[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",1,5
1319,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 0, 0, 1, 1, 1, 1, 1]",1,6
1320,"[50, 98, 251, 259, 236, 419, 289, 475, 70, 716]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,2
1321,"[272, 389, 362, 520, 251, 796, 654, 483, 875, 952]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,2
1322,"[324, 96, 562, 898, 267, 418, 12, 102, 208, 801]","[1, 1, 0, 0, 0, 1, 1, 0, 0, 0]",1,4
1323,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 1, 1, 0, 1, 0, 0]",1,5
1324,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 0, 0, 1, 1, 1, 0]",1,6
1325,"[144, 195, 921, 609, 695, 529, 967, 874, 448, 584]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,1
1326,"[436, 16, 650, 591, 709, 163, 400, 389, 450, 56]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",1,2
1327,"[933, 511, 964, 971, 870, 726, 506, 74, 292, 72]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",1,2
1328,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,2
1329,"[920, 211, 290, 157, 29, 618, 401, 882, 140, 732]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,1
1330,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 0, 0, 1, 1, 1]",1,8
1331,"[642, 176, 449, 809, 114, 585, 879, 908, 141, 93]","[0, 0, 0, 0, 1, 0, 1, 1, 0, 0]",1,3
1332,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 0, 0, 1, 1, 1, 0]",1,5
1333,"[293, 591, 648, 497, 132, 399, 366, 413, 940, 207]","[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",1,3
1334,"[621, 790, 443, 931, 20, 485, 447, 876, 98, 624]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1335,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 1, 0, 0, 0, 1, 1]",1,5
1336,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1]",1,3
1337,"[631, 0, 3, 92, 15, 929, 801, 31, 448, 744]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",1,2
1338,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 0, 0, 0, 1, 0, 0]",1,4
1339,"[973, 638, 396, 276, 224, 792, 875, 33, 103, 599]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,2
1340,"[581, 553, 308, 441, 517, 505, 819, 169, 433, 507]","[0, 0, 1, 1, 1, 1, 0, 1, 1, 0]",1,6
1341,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",1,9
1342,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 1, 0, 0, 1, 1]",1,6
1343,"[158, 610, 95, 286, 546, 531, 445, 44, 35, 461]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",1,2
1344,"[74, 123, 873, 369, 185, 100, 965, 343, 744, 642]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
1345,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 1, 1, 1, 1, 0, 0]",1,6
1346,"[948, 798, 61, 661, 16, 806, 204, 202, 44, 249]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,1
1347,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 1, 1, 0, 1, 0, 1]",1,6
1348,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 0, 1, 1, 0, 0]",1,6
1349,"[233, 69, 783, 688, 156, 583, 842, 363, 284, 449]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,1
1350,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1]",1,8
1351,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 1, 1, 1, 1, 1, 1, 0]",1,7
1352,"[353, 444, 949, 76, 890, 950, 691, 359, 493, 26]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,1
1353,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 0, 1, 1, 1, 0, 0]",1,4
1354,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 1, 0, 0, 0, 0]",1,5
1355,"[78, 291, 959, 960, 456, 544, 761, 783, 726, 891]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1356,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]",1,3
1357,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",1,2
1358,"[273, 742, 209, 232, 565, 246, 153, 613, 124, 32]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",1,2
1359,"[714, 400, 678, 64, 741, 628, 279, 117, 780, 904]","[1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",1,3
1360,"[477, 11, 450, 932, 368, 102, 208, 981, 690, 560]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1361,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 0, 1, 0, 1, 1]",1,7
1362,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 1, 0, 1, 0, 1, 0, 1]",1,5
1363,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 0, 1, 1, 1, 0]",1,7
1364,"[377, 529, 322, 69, 732, 603, 757, 288, 880, 490]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1365,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 0, 0, 0, 1, 1]",1,6
1366,"[918, 611, 971, 937, 950, 725, 609, 415, 540, 67]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,2
1367,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 1, 1, 0, 0, 0]",1,5
1368,"[803, 917, 848, 626, 597, 218, 14, 930, 449, 346]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",1,2
1369,"[376, 204, 603, 647, 499, 990, 555, 34, 627, 982]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",1,2
1370,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 0, 1, 0, 1, 0, 1]",1,6
1371,"[520, 979, 916, 622, 2, 306, 753, 660, 91, 418]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",1,2
1372,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]",1,8
1373,"[432, 789, 450, 254, 596, 257, 235, 914, 359, 902]","[0, 1, 0, 1, 0, 0, 0, 1, 1, 0]",1,4
1374,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 0, 0, 1, 1, 1]",1,6
1375,"[9, 778, 392, 258, 41, 189, 934, 874, 763, 876]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1376,"[341, 622, 404, 187, 436, 266, 198, 550, 830, 910]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 1]",1,3
1377,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 0, 0, 0, 0, 1, 1]",1,5
1378,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 1, 1, 0, 0, 0, 0, 1]",1,4
1379,"[491, 968, 428, 492, 504, 263, 654, 510, 895, 957]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,1
1380,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 0, 0, 1, 0, 1]",1,6
1381,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 0, 1, 0, 1, 1, 0]",1,6
1382,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 0, 0, 1, 0, 1, 0]",1,4
1383,"[343, 446, 137, 482, 119, 546, 363, 973, 249, 275]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",1,2
1384,"[205, 685, 186, 327, 967, 725, 52, 98, 751, 674]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1385,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 0]",1,8
1386,"[942, 9, 900, 473, 436, 687, 485, 364, 673, 321]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
1387,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 1, 0, 0, 1, 1, 1]",1,7
1388,"[260, 185, 773, 933, 880, 101, 243, 316, 59, 118]","[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",1,3
1389,"[429, 799, 946, 359, 952, 172, 316, 380, 757, 36]","[0, 0, 0, 1, 0, 1, 0, 1, 1, 0]",1,4
1390,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 1, 1, 0, 1, 0, 1]",1,7
1391,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",1,7
1392,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 1, 0, 1, 0, 1, 0, 0]",1,4
1393,"[62, 254, 731, 487, 553, 308, 428, 585, 582, 379]","[0, 1, 0, 0, 0, 0, 0, 1, 1, 0]",1,3
1394,"[364, 801, 953, 210, 734, 399, 877, 675, 359, 700]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
1395,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 1, 1, 0, 0, 0, 1]",1,6
1396,"[326, 53, 529, 109, 56, 327, 247, 602, 333, 11]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,1
1397,"[177, 82, 301, 207, 416, 964, 840, 463, 774, 260]","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,2
1398,"[872, 670, 47, 582, 917, 680, 156, 406, 148, 707]","[0, 0, 1, 0, 1, 0, 0, 0, 0, 1]",1,3
1399,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 1, 1, 0, 1, 1, 1]",1,7
1400,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 1, 1, 1, 1, 1, 0]",1,6
1401,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 1, 1, 0, 1, 0, 1, 0]",1,4
1402,"[690, 98, 818, 297, 5, 477, 286, 108, 446, 252]","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",1,2
1403,"[757, 964, 567, 93, 688, 236, 792, 548, 720, 954]","[0, 0, 1, 0, 1, 0, 0, 1, 0, 1]",1,4
1404,"[804, 454, 639, 425, 708, 475, 893, 344, 253, 843]","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",1,2
1405,"[298, 677, 114, 989, 764, 839, 367, 361, 752, 466]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",1,2
1406,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 1, 0, 1, 1, 1, 0]",1,5
1407,"[871, 781, 445, 302, 36, 47, 354, 421, 967, 171]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,1
1408,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 1, 1, 0, 0, 0, 1]",1,5
